0,39.9276,116.4708
1,39.9273,116.4705
24,39.9269,116.4711
57,39.9271,116.4723
82,39.9278,116.4720
124,39.9292,116.4725
127,39.9294,116.4721
202,39.9310,116.4725
203,39.9313,116.4734
204,39.9308,116.4718
205,39.9310,116.4727
236,39.9320,116.4726
276,39.9327,116.4731
291,39.9322,116.4724
293,39.9327,116.4718
334,39.9328,116.4625
336,39.9415,116.4812
337,39.9396,116.4775
338,39.9627,116.4813
339,39.9620,116.4563
341,39.9349,116.4554
345,39.9334,116.4572
346,39.8673,116.4419
348,39.8652,116.4442
351,39.9517,116.4492
355,39.9325,116.4559
383,39.9416,116.4560
384,39.9539,116.4755
385,39.9555,116.4824
386,39.9565,116.4813
392,39.9009,116.5084
395,39.9152,116.4879
396,39.8999,116.4840
398,39.8994,116.4843
399,39.8994,116.4847
400,39.8998,116.4843
405,39.9052,116.4763
408,39.9676,116.4107
413,39.9675,116.4056
424,39.9672,116.4056
428,39.9671,116.4043
430,39.9676,116.4008
435,39.9675,116.3951
450,39.9666,116.3910
451,39.9669,116.3893
452,39.9672,116.3898
456,39.9673,116.3846
481,39.9666,116.3805
493,39.9671,116.3792
503,39.9665,116.3651
557,39.9664,116.3298
591,39.9660,116.3230
620,39.9655,116.3207
630,39.9660,116.3193
678,39.9659,116.3153
757,39.9751,116.3112
782,39.9819,116.3101
796,39.9819,116.3107
834,39.9812,116.3098
848,39.9812,116.3111
866,39.9808,116.3108
879,39.9808,116.3102
883,39.9820,116.3112
884,39.9808,116.3101
885,39.9807,116.3108
907,39.9811,116.3100
932,39.9814,116.3108
955,39.9829,116.3111
1077,39.9799,116.3114
1080,39.9798,116.3108
1125,39.9786,116.3101
1158,39.9787,116.3090
1287,39.9805,116.3062
1339,39.9799,116.3066
1347,39.9799,116.3060
1398,39.9811,116.3065
1501,39.9812,116.3102
1566,39.9795,116.3100
1580,39.9806,116.3052
1610,39.9810,116.3059
1750,39.9813,116.3103
1792,39.9791,116.3107
1862,39.9780,116.3103
1931,39.9756,116.3110
1946,39.9754,116.3117
1959,39.9746,116.3118
1999,39.9754,116.3185
2003,39.9749,116.3185
2009,39.9748,116.3204
2019,39.9753,116.3268
2041,39.9749,116.3269
2047,39.9753,116.3274
2080,39.9751,116.3420
2106,39.9729,116.3424
2114,39.9722,116.3449
2192,39.9682,116.3443
2210,39.9671,116.3446
2232,39.9672,116.3453
2247,39.9674,116.3451
2271,39.9670,116.3453
2337,39.9675,116.3453
2400,39.9671,116.3453
2422,39.9675,116.3449
2424,39.9668,116.3454
2443,39.9661,116.3433
2475,39.9665,116.3474
2488,39.9661,116.3529
2506,39.9666,116.3567
2509,39.9663,116.3600
2554,39.9667,116.3777
2568,39.9668,116.3822
2571,39.9675,116.3836
2575,39.9671,116.3840
2586,39.9670,116.3881
2615,39.9674,116.4058
2629,39.9678,116.4083
2635,39.9679,116.4295
2650,39.9664,116.4331
2672,39.9592,116.4440
2673,39.9665,116.4395
2674,39.9666,116.4414
2675,39.9590,116.4451
2723,39.9520,116.4545
2725,39.9503,116.4554
2831,39.9328,116.4552
2856,39.9323,116.4602
2892,39.9324,116.4642
2912,39.9318,116.4672
2914,39.9323,116.4676
2919,39.9324,116.4697
2925,39.9330,116.4705
2933,39.9324,116.4707
2946,39.9330,116.4702
2950,39.9334,116.4705
2954,39.9323,116.4712
2977,39.9321,116.4721
3027,39.9305,116.4723
3100,39.9272,116.4723
3111,39.9270,116.4719
3149,39.9274,116.4709
