0,39.9276,116.4708
1,39.9273,116.4705
2,39.9275,116.4705
3,39.9275,116.4706
4,39.9275,116.4707
5,39.9275,116.4707
6,39.9274,116.4708
7,39.9274,116.4708
8,39.9273,116.4708
9,39.9273,116.4709
10,39.9273,116.4709
11,39.9273,116.4709
12,39.9272,116.4710
13,39.9272,116.4711
14,39.9272,116.4712
15,39.9272,116.4712
16,39.9271,116.4712
17,39.9271,116.4712
18,39.9271,116.4712
19,39.9271,116.4712
20,39.9270,116.4712
21,39.9270,116.4712
22,39.9270,116.4711
23,39.9269,116.4711
24,39.9269,116.4711
25,39.9269,116.4711
26,39.9269,116.4712
27,39.9269,116.4712
28,39.9269,116.4712
29,39.9269,116.4713
30,39.9269,116.4713
31,39.9269,116.4714
32,39.9270,116.4714
33,39.9270,116.4714
34,39.9270,116.4715
35,39.9270,116.4715
36,39.9270,116.4715
37,39.9270,116.4715
38,39.9270,116.4716
39,39.9270,116.4716
40,39.9271,116.4716
41,39.9271,116.4717
42,39.9270,116.4717
43,39.9270,116.4717
44,39.9270,116.4718
45,39.9269,116.4720
46,39.9270,116.4720
47,39.9270,116.4720
48,39.9270,116.4720
49,39.9270,116.4721
50,39.9270,116.4721
51,39.9270,116.4722
52,39.9270,116.4722
53,39.9271,116.4722
54,39.9271,116.4722
55,39.9271,116.4722
56,39.9271,116.4723
57,39.9271,116.4723
58,39.9271,116.4723
59,39.9272,116.4723
60,39.9272,116.4724
61,39.9273,116.4724
62,39.9273,116.4724
63,39.9273,116.4724
64,39.9274,116.4724
65,39.9274,116.4724
66,39.9274,116.4724
67,39.9275,116.4724
68,39.9275,116.4724
69,39.9275,116.4724
70,39.9275,116.4724
71,39.9276,116.4724
72,39.9276,116.4724
73,39.9276,116.4724
74,39.9276,116.4724
75,39.9277,116.4724
76,39.9277,116.4723
77,39.9277,116.4724
78,39.9278,116.4724
79,39.9278,116.4724
80,39.9278,116.4723
81,39.9278,116.4722
82,39.9278,116.4720
83,39.9278,116.4721
84,39.9279,116.4722
85,39.9279,116.4722
86,39.9279,116.4722
87,39.9279,116.4722
88,39.9280,116.4722
89,39.9280,116.4723
90,39.9280,116.4723
91,39.9280,116.4723
92,39.9280,116.4723
93,39.9281,116.4723
94,39.9281,116.4723
95,39.9281,116.4723
96,39.9281,116.4723
97,39.9282,116.4723
98,39.9282,116.4723
